Id,Habit,Date,Note,Check In Count,Days in Streak,Prop Count,Comment Count,URL
64359129,Wake up by 7:30 am,2017-02-06,,49,1,0,0,https://www.coach.me/c/64359129
64375186,Exercise,2017-02-06,,81,1,0,0,https://www.coach.me/c/64375186
64394685,Wake up by 7:30 am,2017-02-07,,49,2,0,0,https://www.coach.me/c/64394685
64431200,Wake up by 7:30 am,2017-02-08,,49,3,0,0,https://www.coach.me/c/64431200
64481585,Brush Teeth at Night,2017-02-09,,9,1,0,0,https://www.coach.me/c/64481585
64461642,Wake up by 7:30 am,2017-02-09,,49,4,0,0,https://www.coach.me/c/64461642
64594233,Brush Teeth at Night,2017-02-13,,9,1,0,0,https://www.coach.me/c/64594233
64584864,Exercise,2017-02-13,,81,1,0,0,https://www.coach.me/c/64584864
64623686,Brush Teeth at Night,2017-02-14,,9,2,0,0,https://www.coach.me/c/64623686
64665498,Wake up by 7:30 am,2017-02-16,,49,1,0,0,https://www.coach.me/c/64665498
64852526,Exercise,2017-02-22,,81,1,0,0,https://www.coach.me/c/64852526
65176639,Wake up by 7:30 am,2017-03-06,,49,1,0,0,https://www.coach.me/c/65176639
65212452,Read a book for 30 minutes,2017-03-06,,5,1,0,0,https://www.coach.me/c/65212452
65191063,Exercise,2017-03-06,,81,1,0,0,https://www.coach.me/c/65191063
65197715,Brush Teeth at Night,2017-03-06,,9,1,0,0,https://www.coach.me/c/65197715
65253055,Read a book for 30 minutes,2017-03-07,,5,2,0,0,https://www.coach.me/c/65253055
65253054,Exercise,2017-03-08,,81,1,1,0,https://www.coach.me/c/65253054
65271845,Wake up by 7:30 am,2017-03-09,,49,1,0,0,https://www.coach.me/c/65271845
65385475,No watching TV,2017-03-11,,4,1,0,0,https://www.coach.me/c/65385475
65385480,Read a book for 30 minutes,2017-03-11,,5,1,0,0,https://www.coach.me/c/65385480
65385483,Read a book for 30 minutes,2017-03-12,,5,2,0,0,https://www.coach.me/c/65385483
65393437,Brush Teeth at Night,2017-03-13,,9,1,0,0,https://www.coach.me/c/65393437
65393441,Prepare clothes for following day,2017-03-13,,3,1,0,0,https://www.coach.me/c/65393441
65393443,Read a book for 30 minutes,2017-03-13,,5,3,0,0,https://www.coach.me/c/65393443
65385457,Exercise,2017-03-13,,81,1,0,0,https://www.coach.me/c/65385457
65432451,Prepare clothes for following day,2017-03-14,,3,2,0,0,https://www.coach.me/c/65432451
65432452,Brush Teeth at Night,2017-03-14,,9,2,0,0,https://www.coach.me/c/65432452
65451975,Brush Teeth at Night,2017-03-15,,9,3,0,0,https://www.coach.me/c/65451975
65633360,Wake up by 7:30 am,2017-03-22,,49,1,0,0,https://www.coach.me/c/65633360
65633362,Exercise,2017-03-22,,81,1,0,0,https://www.coach.me/c/65633362
65761186,Exercise,2017-03-27,,81,1,0,0,https://www.coach.me/c/65761186
65820238,Exercise,2017-03-29,,81,1,0,0,https://www.coach.me/c/65820238
